Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,playerid,MLBAMID
Jake Cronenworth,SDP,127,522,10,54,48,6,0.088122605,0.185823754,0.148471616,0.266853932,0.229257641,0.311538461,0.377729257,0.301083827,0.305,91.07605528,2.377194685,-3.393735658,-6.599428251,0.77208009,Jake Cronenworth,18036,630105
Michael Conforto,SFG,125,470,15,58,58,4,0.112765957,0.225531914,0.145320197,0.283737024,0.238916256,0.334042553,0.384236453,0.314737893,0.33,98.5104744,-1.150425548,-2.017715444,-6.221554548,0.770794282,Michael Conforto,16376,624424
Akil Baddoo,DET,112,357,11,40,34,14,0.117647058,0.249299719,0.153846154,0.267605633,0.217948717,0.309859154,0.371794871,0.299059515,0.301,89.22872756,3.58151463,-1.026011482,-3.526140988,0.768937161,Akil Baddoo,22168,668731
Mike Ford,SEA,84,251,16,32,34,0,0.095617529,0.322709163,0.246575342,0.276422764,0.228310502,0.322709163,0.474885844,0.342720443,0.314,124.6520389,-1.563556962,5.850555057,-6.889858723,0.756137674,Mike Ford,15585,645801
Taylor Walls,TBR,99,349,8,50,36,22,0.126074498,0.263610315,0.132013201,0.261083743,0.201320132,0.304597701,0.333333333,0.286954872,0.274,83.68284236,4.825044574,-1.998381873,-2.455187559,0.751364445,Taylor Walls,22458,670764
Joc Pederson,SFG,121,425,15,59,51,0,0.134117647,0.209411764,0.181564246,0.26848249,0.234636871,0.348235294,0.416201117,0.330896612,0.366,109.3430241,0.080400313,4.999604581,-12.06636548,0.735250732,Joc Pederson,11899,592626
Jose Trevino,NYY,55,168,4,15,15,0,0.047619047,0.13095238,0.101910828,0.221374045,0.210191082,0.257485029,0.31210191,0.251940563,0.279,55.37887029,-1.325909634,-10.30810344,11.74607342,0.718857331,Jose Trevino,16725,624431
Ramón Urías,BAL,116,396,4,45,42,3,0.068181818,0.255050505,0.111111112,0.35546875,0.263888888,0.328282828,0.375,0.310430725,0.281,98.53620913,0.321773075,-0.372782177,-6.200075269,0.701027959,Ramon Urias,18795,602104
Travis d'Arnaud,ATL,74,292,11,31,39,0,0.071917808,0.229452054,0.172284644,0.257894736,0.224719101,0.287671232,0.397003745,0.297182361,0.326,83.5645077,-1.251578713,-7.197019067,4.292282343,0.699663849,Travis d'Arnaud,7739,518595
Shea Langeliers,OAK,135,490,22,52,63,3,0.069387755,0.291836734,0.207589286,0.245614035,0.205357142,0.26789366,0.412946428,0.290298119,0.297,85.92060912,0.123956369,-8.142369554,-1.726140261,0.694380978,Shea Langeliers,25816,669127
Miguel Amaya,CHC,53,156,5,17,18,0,0.076923076,0.256410256,0.145038167,0.264367816,0.213740458,0.329032258,0.358778625,0.31032651,0.332,96.13482011,-0.290662221,-1.037648745,2.667323709,0.691046302,Miguel Amaya,21693,665804
Jorge Mateo,BAL,116,350,7,58,34,32,0.062857142,0.234285714,0.122641509,0.267241379,0.216981132,0.26744186,0.339622641,0.265150043,0.289,67.15117637,6.138909661,-7.63700501,2.399115324,0.676579385,Jorge Mateo,17273,622761
Christian Encarnacion-Strand,CIN,63,241,13,29,37,2,0.058091286,0.286307053,0.207207207,0.335714285,0.27027027,0.327800829,0.477477477,0.346197934,0.346,111.1135865,-0.020649218,3.297452799,-4.7944263,0.667250823,Christian Encarnacion-Strand,30011,687952
Patrick Wisdom,CHC,97,302,23,43,46,4,0.099337748,0.367549668,0.29477612,0.237037037,0.20522388,0.289036544,0.5,0.333025265,0.339,111.3517064,-0.272684383,3.974357581,-7.59083879,0.662571184,Patrick Wisdom,13602,621550
Tyler O'Neill,STL,72,266,9,27,21,5,0.105263157,0.251879699,0.172268908,0.283950617,0.231092436,0.312030075,0.403361344,0.312691653,0.334,96.6368056,-0.247986862,-1.356273422,-1.19424212,0.646896036,Tyler O'Neill,15711,641933
Miguel Rojas,LAD,125,423,5,49,31,8,0.061465721,0.113475177,0.085714286,0.255192878,0.236363636,0.289786223,0.322077922,0.271040494,0.288,68.94635427,-0.38960447,-16.66274667,8.770299911,0.646139258,Miguel Rojas,7802,500743
Wilyer Abreu,BOS,28,85,2,10,14,3,0.105882352,0.270588235,0.157894737,0.431372549,0.315789473,0.388235294,0.47368421,0.374758505,0.357,134.7483527,-0.298362722,3.24067935,0.164532632,0.630717906,Wilyer Abreu,23772,677800
Masataka Yoshida,BOS,140,580,15,71,72,8,0.058620689,0.139655172,0.156424581,0.316027088,0.288640595,0.337931034,0.445065176,0.338515006,0.325,109.6271893,-1.933762544,4.756760701,-18.5226202,0.614032659,Masataka Yoshida,31837,807799
Austin Slater,SFG,89,207,5,24,20,2,0.096618357,0.280193236,0.12972973,0.368852459,0.27027027,0.347826086,0.4,0.330220849,0.338,108.8900033,-1.384413711,0.895354669,-1.790101111,0.612108963,Austin Slater,16153,596103
Endy Rodríguez,PIT,57,204,3,27,13,0,0.083333333,0.240196078,0.107526882,0.281481481,0.220430107,0.284313725,0.327956989,0.270981656,0.294,64.59856683,0.661099429,-8.285736423,7.486140966,0.611432967,Endy Rodriguez,25332,682848
Garrett Hampson,MIA,98,252,3,30,23,5,0.091269841,0.265873015,0.104072398,0.379084967,0.276018099,0.34939759,0.380090497,0.322908502,0.291,99.37406136,1.488098567,1.292686779,-3.841279328,0.599654788,Garrett Hampson,19262,641658
Alex Call,WSN,128,439,8,43,38,9,0.120728929,0.177676537,0.106666666,0.230240549,0.2,0.307339449,0.306666666,0.28014926,0.296,73.7108876,-0.581066063,-14.87852643,5.840050429,0.586069232,Alex Call,19296,669743
Ernie Clement,TOR,30,52,1,7,10,1,0.019230769,0.076923076,0.12,0.391304347,0.38,0.384615384,0.5,0.377561687,0.325,143.7967075,0.540722361,3.26955804,0.807304889,0.584655187,Ernie Clement,20352,676391
Byron Buxton,MIN,85,347,17,49,42,9,0.100864553,0.314121037,0.230263158,0.252747252,0.207236842,0.293948126,0.4375,0.311195044,0.316,97.12804932,3.778236224,2.58414081,-8.641975403,0.584540339,Byron Buxton,14161,621439
Alex Kirilloff,MIN,88,319,11,35,41,1,0.087774294,0.250783699,0.174377224,0.336787564,0.270462633,0.347962382,0.444839857,0.342845355,0.334,119.065574,-1.904290957,5.383118054,-10.52588511,0.579877495,Alex Kirilloff,20325,666135
Brenton Doyle,COL,126,431,10,48,48,22,0.051044083,0.350348027,0.140350877,0.294605809,0.203007518,0.25,0.343358395,0.257304171,0.258,44.85420965,3.159031702,-26.28573336,17.4422332,0.578407162,Brenton Doyle,25479,686668
Ildemaro Vargas,WSN,86,286,4,32,31,1,0.066433566,0.069930069,0.110687023,0.259414225,0.251908396,0.303886925,0.362595419,0.292404212,0.303,81.92641361,0.33205245,-6.071615884,2.119799733,0.574923274,Ildemaro Vargas,13324,545121
Nick Fortes,MIA,108,323,6,33,26,4,0.052631578,0.182662538,0.095238095,0.233766233,0.204081632,0.2625,0.299319727,0.250644315,0.262,50.92929457,0.128317678,-19.50724186,14.27426958,0.572528238,Nick Fortes,21538,663743
Noelvi Marte,CIN,35,123,3,15,15,6,0.06504065,0.203252032,0.140350877,0.38372093,0.315789473,0.365853658,0.45614035,0.357380458,0.34,118.6101737,-0.177118976,2.658670568,-1.197380334,0.562449031,Noelvi Marte,26517,682622
Randal Grichuk,- - -,118,471,16,65,44,2,0.061571125,0.203821656,0.19124424,0.308641975,0.267281105,0.320594479,0.458525345,0.332697742,0.323,101.3303491,-1.693979254,-0.74437079,-9.746542186,0.557417628,Randal Grichuk,10243,545341
Dominic Fletcher,ARI,28,102,2,10,14,0,0.06862745,0.215686274,0.139784947,0.376811594,0.301075268,0.35,0.440860215,0.339616291,0.263,111.5673108,-1.091472096,0.370203628,1.752115041,0.55721563,Dominic Fletcher,26149,666150
Pablo Reyes,BOS,64,185,2,27,20,7,0.075675675,0.113513513,0.089820359,0.315068493,0.287425149,0.338797814,0.377245508,0.314746102,0.31,93.15244049,0.765378776,-0.752510603,-0.027160287,0.555951458,Pablo Reyes,16357,622569
Eloy Jiménez,CHW,120,489,18,50,64,0,0.061349693,0.190184049,0.168859649,0.305475504,0.271929824,0.316973415,0.440789473,0.324727025,0.314,105.3265392,-1.26972989,1.851218337,-13.09921432,0.553396668,Eloy Jimenez,17484,650391
Seby Zavala,- - -,73,193,7,17,18,1,0.062176165,0.3626943,0.142857143,0.23,0.171428571,0.230366492,0.314285714,0.238611287,0.246,45.02973394,-0.807586306,-13.48124109,12.34036565,0.546701696,Seby Zavala,18887,664874
Luis García Jr.,WSN,122,482,9,61,50,9,0.056016597,0.124481327,0.118568233,0.285714285,0.266219239,0.303534303,0.384787472,0.296784831,0.308,84.86311096,-0.424664463,-9.463284366,-1.514400005,0.538383301,Luis Garcia Jr.,20391,671277
Manuel Margot,TBR,99,336,4,39,38,9,0.053571428,0.163690476,0.112540193,0.305882352,0.263665594,0.309523809,0.376205787,0.299275488,0.301,92.22253136,-2.084293072,-5.215488142,-0.979392722,0.533195069,Manuel Margot,14712,622534
Andruw Monasterio,MIL,92,315,3,38,27,7,0.088888888,0.209523809,0.088652482,0.325581395,0.258865248,0.33015873,0.34751773,0.302211489,0.308,87.76119426,-0.616605119,-5.392646195,0.023468673,0.531841618,Andruw Monasterio,19455,655316
Gabriel Arias,CLE,122,345,10,36,26,3,0.08115942,0.327536231,0.142857143,0.29015544,0.209523809,0.275362318,0.352380952,0.275630927,0.304,73.0421285,0.483670182,-10.66023151,4.125196211,0.530104284,Gabriel Arias,22563,672356
Isiah Kiner-Falefa,NYY,115,361,6,39,37,14,0.077562326,0.193905817,0.098159509,0.288537549,0.242331288,0.305555555,0.340490797,0.286483511,0.295,79.32134433,0.0179043,-8.926719551,1.694696903,0.515408786,Isiah Kiner-Falefa,16512,643396
Paul DeJong,- - -,112,400,14,41,38,4,0.0525,0.3025,0.147849462,0.263598326,0.206989247,0.2575,0.354838709,0.266492639,0.278,65.33854439,-2.124338973,-18.9854041,10.44698066,0.505440704,Paul DeJong,18015,657557
Reese McGuire,BOS,72,206,1,15,16,2,0.053398058,0.257281553,0.090909091,0.365671641,0.267379679,0.31,0.35828877,0.293251768,0.242,78.25424649,-1.318494625,-6.686021897,4.62112622,0.499725373,Reese McGuire,15674,624512
Gio Urshela,LAA,62,228,2,22,24,3,0.043859649,0.157894736,0.074766355,0.346368715,0.29906542,0.328947368,0.373831775,0.306958834,0.289,91.75703771,-0.363421127,-2.615329618,-0.224060968,0.497853391,Gio Urshela,10681,570482
Dylan Moore,SEA,67,165,7,18,19,7,0.096969696,0.339393939,0.220689655,0.280487804,0.206896551,0.303030303,0.427586206,0.316986893,0.317,106.8155512,-0.126883285,1.220581761,-2.054087579,0.48207525,Dylan Moore,18042,664238
Sean Bouchard,COL,21,43,4,11,7,0,0.093023255,0.325581395,0.368421053,0.38095238,0.315789473,0.372093023,0.684210526,0.432156701,0.372,162.0725788,-0.766120031,2.540518347,0.665122509,0.465345581,Sean Bouchard,21270,656248
Tim Locastro,NYM,43,67,2,13,3,6,0.044776119,0.328358208,0.160714285,0.34375,0.232142857,0.338461538,0.392857142,0.326823204,0.315,108.1672793,1.43783558,2.115743442,0.09859848,0.447809449,Tim Locastro,15124,641796
Matt Thaiss,LAA,95,307,9,32,31,2,0.117263843,0.270358306,0.125954198,0.2716763,0.213740458,0.319218241,0.339694656,0.295411953,0.331,83.75364117,-1.902845646,-7.879071402,1.804141998,0.44581984,Matt Thaiss,19318,642136
Cristian Pache,PHI,48,95,2,12,11,2,0.105263157,0.284210526,0.178571428,0.327272727,0.238095238,0.319148936,0.416666666,0.319870066,0.315,99.38061802,-0.079044787,-0.151940272,1.329971045,0.439337098,Cristian Pache,19948,665506
Christian Bethancourt,TBR,104,332,11,49,33,1,0.039156626,0.274096385,0.155555555,0.277777777,0.225396825,0.253776435,0.38095238,0.271370359,0.266,72.88087419,-1.246497666,-12.03463205,5.030592144,0.438806166,Christian Bethancourt,10028,542194
Tyler Heineman,- - -,22,47,0,5,3,1,0.170212765,0.170212765,0.078947368,0.3,0.236842105,0.382978723,0.315789473,0.325183198,0.333,106.9063499,0.540078841,0.883804506,1.850178465,0.433246327,Tyler Heineman,13897,623168
Adam Frazier,BAL,141,455,13,59,60,11,0.07032967,0.149450549,0.155339805,0.258258258,0.240291262,0.3,0.395631067,0.302405975,0.301,92.97407896,1.413625951,-2.416801487,-8.872182727,0.432845953,Adam Frazier,15223,624428
Corey Julks,HOU,93,323,6,35,33,15,0.068111455,0.232198142,0.107382551,0.305936073,0.244966442,0.297213622,0.352348993,0.285596103,0.295,80.24945799,1.169068724,-6.474815825,-0.282150745,0.432615137,Corey Julks,20311,667452
Riley Adams,WSN,44,158,4,8,21,0,0.069620253,0.284810126,0.202797203,0.368421052,0.272727272,0.331210191,0.475524475,0.34446302,0.281,116.8258145,0.007298483,3.300752773,-4.394286968,0.426270832,Riley Adams,19864,656180
Luke Maile,CIN,78,199,6,17,25,2,0.070351758,0.246231155,0.156424581,0.29032258,0.234636871,0.308080808,0.391061452,0.306973783,0.315,84.81833602,-0.821314875,-4.564065652,2.048132896,0.42334374,Luke Maile,13355,571912
Edward Olivares,KCR,107,385,12,47,36,11,0.057142857,0.166233766,0.189265537,0.289285714,0.262711864,0.316883116,0.451977401,0.328864858,0.338,104.2582886,0.411164303,2.375557408,-11.36874151,0.421999673,Edward Olivares,19698,658668
Andrew Vaughn,CHW,152,615,21,67,80,0,0.058536585,0.209756097,0.171378091,0.299043062,0.25795053,0.313821138,0.429328621,0.321383827,0.319,103.0092954,-4.481715756,-2.264170392,-14.63746762,0.421229525,Andrew Vaughn,26197,683734
Amed Rosario,- - -,142,545,6,70,58,15,0.053211009,0.181651376,0.115686274,0.31372549,0.262745098,0.304587155,0.378431372,0.297008639,0.305,87.4405591,0.582412021,-7.659145103,-6.872783571,0.412789135,Amed Rosario,15518,642708
Garrett Cooper,- - -,123,457,17,42,61,0,0.067833698,0.288840262,0.168246445,0.323636363,0.251184834,0.304157549,0.419431279,0.312535582,0.318,94.26327719,-2.525288577,-5.773157724,-5.622846663,0.411967682,Garrett Cooper,15279,643265
Matthew Batten,SDP,43,139,2,19,11,2,0.122302158,0.215827338,0.1,0.329545454,0.258333333,0.355072463,0.358333333,0.32119895,0.27,104.5609151,-0.22676867,0.558621113,-1.156215593,0.411351338,Matthew Batten,20157,676946
Jace Peterson,- - -,134,430,6,35,37,15,0.109302325,0.23488372,0.096256685,0.27037037,0.211229946,0.303738317,0.307486631,0.27471116,0.287,73.48905407,2.113940163,-11.77802205,1.14733009,0.408897916,Jace Peterson,12325,607054
JJ Bleday,OAK,82,303,10,35,27,5,0.138613861,0.237623762,0.16015625,0.2259887,0.1953125,0.310231023,0.35546875,0.297015941,0.3,90.57687859,0.540572735,-2.880560545,-3.491064906,0.402532467,JJ Bleday,26368,668709
Michael Massey,KCR,129,461,15,42,55,6,0.052060737,0.214750542,0.151869159,0.261006289,0.228971962,0.273913043,0.380841121,0.282839219,0.319,72.35690957,0.907585522,-14.36174859,2.496965945,0.395981149,Michael Massey,27684,686681
Rob Refsnyder,BOS,89,243,1,31,28,7,0.135802469,0.193415637,0.069306931,0.316129032,0.247524752,0.365145228,0.316831683,0.314442153,0.342,92.94176684,0.566738036,-1.488370922,-2.920034736,0.39277607,Rob Refsnyder,13770,608701
René Pinto,TBR,39,105,6,10,16,0,0.019047619,0.323809523,0.203883495,0.317460317,0.252427184,0.266666666,0.456310679,0.306197962,0.329,97.02064978,-1.099529144,-1.474366991,1.782890797,0.390431821,Rene Pinto,19859,650907
Josh Bell,- - -,150,617,22,52,74,0,0.102106969,0.217179902,0.171846435,0.28680203,0.246800731,0.325203252,0.418647166,0.322729413,0.345,103.2050282,-4.623786269,-2.099016553,-15.11425379,0.38864444,Josh Bell,13145,605137
Jake Marisnick,- - -,46,83,2,10,10,2,0.036144578,0.253012048,0.171052631,0.296296296,0.236842105,0.280487804,0.407894736,0.294205227,0.277,85.98447097,-0.486210374,-1.911410305,2.91577466,0.38423664,Jake Marisnick,11339,545350
Robbie Grossman,TEX,115,420,10,56,49,1,0.135714285,0.233333333,0.155807366,0.292490118,0.237960339,0.34047619,0.393767705,0.322527737,0.306,104.3279671,-0.894522566,1.283517275,-11.8590169,0.384103989,Robbie Grossman,5254,543257
Enmanuel Valdez,BOS,49,149,6,17,19,5,0.053691275,0.248322147,0.18705036,0.322916666,0.26618705,0.31081081,0.45323741,0.328150257,0.305,102.4431541,0.561383516,0.997567493,-2.289869726,0.381518879,Enmanuel Valdez,21716,665839
Richie Palacios,STL,32,102,6,9,16,2,0.058823529,0.107843137,0.258064516,0.233766233,0.258064516,0.306930693,0.516129032,0.346326814,0.305,119.1852857,0.375316273,2.799619288,-2.464434385,0.379007115,Richie Palacios,24589,680700
Blake Sabol,SFG,110,344,13,36,44,4,0.069767441,0.340116279,0.158064517,0.329670329,0.23548387,0.30116959,0.393548387,0.303144404,0.28,90.73838285,-0.190833084,-4.137802172,-3.81519413,0.372443744,Blake Sabol,25805,666165
Victor Robles,WSN,36,126,0,15,8,8,0.087301587,0.142857142,0.065420561,0.359550561,0.29906542,0.385245901,0.364485981,0.338463713,0.322,112.8039743,1.305235329,3.30387174,-3.852060676,0.372233004,Victor Robles,18363,645302
Forrest Wall,ATL,15,15,1,6,2,5,0.133333333,0.266666666,0.384615385,0.625,0.461538461,0.533333333,0.846153846,0.568735695,0.224,265.6095655,0.545572009,3.623051269,-0.431344422,0.369090109,Forrest Wall,16496,657088
Brandon Crawford,SFG,94,320,7,31,38,3,0.0875,0.253125,0.120141343,0.24120603,0.194346289,0.272727272,0.314487632,0.26020009,0.294,61.94919441,0.054089499,-15.03045818,7.806289911,0.363806934,Brandon Crawford,5343,543063
Hunter Renfroe,- - -,140,548,20,60,60,0,0.08029197,0.228102189,0.182730924,0.269662921,0.232931726,0.297445255,0.41566265,0.308031305,0.289,92.12886525,-1.592693675,-6.910586362,-8.276488051,0.361057704,Hunter Renfroe,15464,592669
Nick Martini,CIN,29,79,6,10,16,0,0.063291139,0.189873417,0.319444445,0.25490196,0.263888888,0.329113924,0.583333333,0.382266838,0.352,135.2936085,-0.027782388,3.426370946,-2.592993736,0.350759958,Nick Martini,12005,605361
Rougned Odor,SDP,59,157,4,21,18,2,0.108280254,0.235668789,0.152173913,0.24742268,0.20289855,0.299363057,0.355072463,0.291278019,0.32,84.50239642,0.93672837,-2.077545148,0.257147014,0.350401704,Rougned Odor,12282,596059
Nick Loftin,KCR,19,68,0,10,10,2,0.058823529,0.176470588,0.112903225,0.392156862,0.322580645,0.367647058,0.43548387,0.347835328,0.306,117.4071369,0.390996892,1.809299287,-0.729448378,0.340606974,Nick Loftin,27630,679845
Austin Wells,NYY,19,75,4,8,13,0,0.04,0.186666666,0.257142857,0.226415094,0.228571428,0.256756756,0.485714285,0.308944389,0.373,94.88947142,0.309569972,-0.149691129,0.783249736,0.320081594,Austin Wells,27562,669224
Curtis Mead,TBR,24,92,1,12,5,0,0.076086956,0.228260869,0.096385542,0.327868852,0.253012048,0.326086956,0.34939759,0.301610433,0.273,93.84093258,-0.023211559,-0.702157761,0.722695887,0.317184458,Curtis Mead,23986,678554
Trevor Story,BOS,43,168,3,12,14,10,0.053571428,0.327380952,0.113924051,0.29,0.202531645,0.25,0.316455696,0.249083371,0.266,47.64016232,1.107117134,-9.432871718,6.77594012,0.310523975,Trevor Story,12564,596115
Brian Anderson,MIL,96,361,9,38,40,1,0.099722991,0.299168975,0.141509434,0.308823529,0.226415094,0.310249307,0.367924528,0.299132621,0.316,85.69716969,-1.480652291,-7.877229496,-1.341527343,0.303822484,Brian Anderson,18289,605119
Logan O'Hoppe,LAA,51,199,14,23,29,0,0.070351758,0.24120603,0.263736264,0.239669421,0.236263736,0.296482412,0.5,0.33674826,0.346,112.404742,-1.595105524,1.362725718,-5.258845687,0.293142488,Logan O'Hoppe,24729,681351
Iván Herrera,STL,13,44,0,6,4,0,0.113636363,0.25,0.054054054,0.423076923,0.297297297,0.409090909,0.351351351,0.349133542,0.341,121.0668713,-0.041117497,1.107224308,0.324587047,0.291851807,Ivan Herrera,20599,671056
James McCann,BAL,70,226,6,25,26,3,0.039823008,0.252212389,0.154589372,0.273972602,0.222222222,0.269058295,0.376811594,0.279266117,0.319,76.93533635,-0.417961609,-6.663762613,1.779683083,0.287111325,James McCann,12859,543510
Drew Millas,WSN,11,33,1,1,6,0,0.121212121,0.151515151,0.178571429,0.318181818,0.285714285,0.375,0.464285714,0.365247305,0.349,130.7592705,0.080696198,1.338197459,0.406629503,0.285796152,Drew Millas,25643,686452
Emmanuel Rivera,ARI,86,283,4,32,29,1,0.077738515,0.197879858,0.097276264,0.313432835,0.260700389,0.314487632,0.357976653,0.295484004,0.312,81.98172346,-0.860688891,-7.177794558,0.420223415,0.28497618,Emmanuel Rivera,19890,656896
Garrett Mitchell,MIL,19,73,3,10,7,1,0.09589041,0.356164383,0.2,0.351351351,0.246153846,0.315068493,0.446153846,0.3255529,0.286,103.4089072,-0.089304873,0.218983037,0.145430595,0.283667652,Garrett Mitchell,27555,669003
Alek Thomas,ARI,125,402,9,51,39,9,0.047263681,0.213930348,0.144385026,0.273049645,0.229946524,0.2725,0.37433155,0.278182761,0.291,70.38324405,4.831770447,-9.917889156,-0.929616809,0.28031863,Alek Thomas,23792,677950
Jasson Domínguez,NYY,8,33,4,6,7,1,0.06060606,0.242424242,0.419354838,0.210526315,0.258064516,0.303030303,0.677419354,0.403017004,0.355,160.0932633,0.103114408,2.479255946,-0.822569877,0.27823867,Jasson Dominguez,28080,691176
Oneil Cruz,PIT,9,40,1,7,4,3,0.175,0.2,0.125,0.291666666,0.25,0.375,0.375,0.335359909,0.318,107.7567288,0.809421983,1.193798686,0.233684227,0.277867898,Oneil Cruz,21711,665833
Kevin Pillar,ATL,81,206,9,29,32,4,0.029126213,0.242718446,0.187817259,0.255319148,0.228426395,0.247572815,0.416243654,0.2795915,0.295,71.77187277,0.749751136,-6.454150006,2.209601164,0.274686965,Kevin Pillar,12434,607680
Ronny Mauricio,NYM,26,108,2,11,9,7,0.064814814,0.287037037,0.099009901,0.338235294,0.247524752,0.296296296,0.346534653,0.283543993,0.287,79.15358132,1.41510109,-1.374060459,0.449749745,0.273741789,Ronny Mauricio,23698,677595
Rafael Ortega,NYM,47,136,1,16,8,6,0.147058823,0.242647058,0.052631579,0.3,0.219298245,0.34074074,0.271929824,0.288242281,0.283,82.30323916,1.242903412,-1.738708727,-0.265111744,0.260961781,Rafael Ortega,10323,542364
Miguel Andujar,PIT,30,90,4,9,18,2,0.066666666,0.144444444,0.226190476,0.253731343,0.25,0.3,0.476190476,0.330261122,0.319,104.3385828,0.320643578,0.804380081,-1.324332224,0.253078125,Miguel Andujar,15878,609280
Jonny DeLuca,LAD,24,45,2,5,6,1,0.066666666,0.177777777,0.166666667,0.28125,0.261904761,0.311111111,0.428571428,0.319998965,0.271,101.7673382,0.41149193,0.51001788,0.479262173,0.251111762,Jonny DeLuca,26365,676356
MJ Melendez,KCR,148,602,16,65,56,6,0.102990033,0.282392026,0.163227017,0.31054131,0.234521575,0.315614617,0.397748592,0.310168974,0.325,91.29976128,0.493731574,-5.781940448,-12.39773221,0.249256953,MJ Melendez,22197,669004
Abraham Toro,MIL,9,21,2,4,9,0,0.095238095,0.238095238,0.333333333,0.545454545,0.444444444,0.523809523,0.777777777,0.543867648,0.475,249.7636589,-0.092082824,3.804143663,-2.047466114,0.246321003,Abraham Toro,19844,647351
Estevan Florial,NYY,19,71,0,5,8,3,0.098591549,0.28169014,0.081967213,0.333333333,0.229508196,0.323943661,0.311475409,0.288011916,0.306,80.38071574,0.702543083,-0.966525132,0.971671164,0.243716278,Estevan Florial,19151,664314
Ryan McKenna,BAL,89,139,2,23,18,5,0.064748201,0.287769784,0.106557377,0.353658536,0.25409836,0.31617647,0.360655737,0.298319618,0.276,90.14173597,0.581557703,-1.060346536,-1.275504813,0.243204807,Ryan McKenna,19928,663630
Evan Longoria,ARI,74,237,11,25,28,0,0.097046413,0.308016877,0.199052132,0.276923076,0.222748815,0.295358649,0.421800947,0.308325586,0.324,90.59051716,-1.240680526,-4.003373087,-1.628654778,0.241361245,Evan Longoria,9368,446334
Tyler Wade,OAK,26,55,0,8,2,4,0.072727272,0.236363636,0.05882353,0.342105263,0.25490196,0.309090909,0.31372549,0.278257071,0.246,77.57469467,0.818165386,-0.659695765,1.167337745,0.23901758,Tyler Wade,15730,642180
Eguy Rosario,SDP,11,37,2,6,6,0,0.027027027,0.324324324,0.25,0.318181818,0.25,0.27027027,0.5,0.322416339,0.249,105.3770338,0.154922894,0.401392262,0.722796857,0.237459984,Eguy Rosario,19964,666703
Jo Adell,LAA,17,62,3,7,6,1,0.064516129,0.403225806,0.241379311,0.3,0.206896551,0.258064516,0.448275862,0.298527968,0.235,85.91341932,0.339764731,-0.706712671,0.845744282,0.226238447,Jo Adell,20220,666176
Michael Stefanic,LAA,25,71,0,5,6,0,0.112676056,0.112676056,0.064516129,0.333333333,0.29032258,0.38028169,0.354838709,0.332220606,0.298,109.2665253,-0.312545214,0.475784399,-0.665038422,0.22433119,Michael Stefanic,25353,683021
Tucker Barnhart,CHC,47,123,1,6,9,1,0.097560975,0.341463414,0.055045871,0.313432835,0.201834862,0.284552845,0.256880733,0.249576228,0.234,55.4087926,-1.092367707,-7.887107052,5.852787971,0.213875603,Tucker Barnhart,10200,571466
Brendan Rodgers,COL,46,192,4,21,20,0,0.057291666,0.213541666,0.129213483,0.315789473,0.258426966,0.3125,0.387640449,0.306527184,0.321,77.85253864,-0.400027637,-5.668001835,1.256448656,0.210600705,Brendan Rodgers,17907,663898
Trevor Larnach,MIN,58,212,8,26,40,1,0.12735849,0.339622641,0.202185792,0.295238095,0.213114754,0.311320754,0.415300546,0.313139523,0.323,98.4758104,0.234997937,-0.152177176,-5.131498098,0.199309089,Trevor Larnach,21501,663616
Anthony Rendon,LAA,43,183,2,23,22,2,0.136612021,0.147540983,0.081081081,0.268292682,0.236486486,0.360655737,0.317567567,0.311764199,0.357,95.0877414,0.047932916,-1.029189067,-3.269036949,0.198239139,Anthony Rendon,12861,543685
Connor Wong,BOS,126,403,9,55,36,8,0.05459057,0.332506203,0.150943396,0.340611353,0.234501347,0.2875,0.385444743,0.292359749,0.274,77.63596879,-0.397163472,-11.19626724,-0.662738383,0.197884242,Connor Wong,19896,657136
Joshua Palacios,PIT,91,264,10,26,40,5,0.045454545,0.212121212,0.174089069,0.269230769,0.238866396,0.278625954,0.412955465,0.296609836,0.318,81.77929318,1.091319473,-4.867875636,-2.187953651,0.190861261,Joshua Palacios,19818,641943
Tyler Freeman,CLE,64,168,4,20,18,5,0.059523809,0.178571428,0.124183006,0.275,0.241830065,0.295180722,0.366013071,0.289636766,0.315,82.74988304,1.393624148,-2.078809085,-1.806473717,0.188035862,Tyler Freeman,22532,671289
Daniel Vogelbach,NYM,104,319,13,33,48,0,0.131661442,0.253918495,0.170909091,0.281767955,0.232727272,0.338557993,0.403636363,0.326844139,0.324,108.1813137,-3.058292926,0.174904221,-9.182098389,0.182619973,Daniel Vogelbach,14130,596129
Billy McKinney,NYY,48,147,6,19,14,1,0.115646258,0.265306122,0.1796875,0.273809523,0.2265625,0.319727891,0.40625,0.314749108,0.346,98.91284966,0.281264627,0.089777528,-3.333397388,0.180087568,Billy McKinney,15654,641856
Michael Pérez,NYM,3,8,0,1,0,0,0,0.125,0.125,0.571428571,0.5,0.5,0.625,0.486421406,0.378,215.1593883,-0.008737496,1.132583467,0.321751297,0.172127203,Michael Perez,12977,605421
